FIRSTNAME,"MIDDLE NAME","LAST NAME",ID,BIRTHDAY,ADDRESS,SIGNATURE,"DATE ISSUE",SEX,STATUS,BIRTHPLACE,EMERGENCY,OCCUPATION,ELIGIBILITY,IDNO,QRCODE
ANA,DOMINGO,REYES,R-202503-0230,"APR. 10, 1982","HOUSE #478 STREET 26, SAN PABLO, ALICIA, ISABELA, 3388",NO,,MALE,SINGLE,,,BUSINESS_OWNER,,,QR-R-B8DE6359CF
JUAN,,MARQUEZ,R-202503-0231,"MAR. 17, 2015","HOUSE #478 STREET 26, SAN PABLO, ALICIA, ISABELA, 3388",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-AD4994EA69
RAFAEL,,ROMERO,R-202503-0232,"JAN. 2, 1999","HOUSE #478 STREET 26, SAN PABLO, ALICIA, ISABELA, 3388",NO,,MALE,SINGLE,,,FACTORY_WORKER,PWD,,QR-R-496D8AE649
LUISA,LOPEZ,FLORES,R-202503-0233,"OCT. 28, 1999","HOUSE #478 STREET 26, SAN PABLO, ALICIA, ISABELA, 3388",NO,,FEMALE,MARRIED,,,LABORER,,,QR-R-A8DC8DC5DF
ROSA,GARCIA,GONZALES,R-202503-0234,"MAY. 10, 1998","HOUSE #478 STREET 26, SAN PABLO, ALICIA, ISABELA, 3388",NO,,FEMALE,SINGLE,,,LABORER,,A02064B8A412,QR-R-545E9B5DE4
CARLOS,AQUINO,"DE GUZMAN",R-202503-0235,"APR. 13, 2017","HOUSE #612 STREET 10, SANTO DOMINGO, ALICIA, ISABELA, 7124",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-1D7EEF8EE1
FRANCISCO,REYES,RODRIGUEZ,R-202503-0236,"APR. 6, 2007","HOUSE #612 STREET 10, SANTO DOMINGO, ALICIA, ISABELA, 7124",NO,,FEMALE,SINGLE,,,STUDENT,PWD,22F5F5AB64C9,QR-R-E281D3AE6C
CARLOS,DIAZ,REYES,R-202503-0237,"JAN. 7, 2011","HOUSE #612 STREET 10, SANTO DOMINGO, ALICIA, ISABELA, 7124",NO,,MALE,SINGLE,,,STUDENT,PWD,,QR-R-C1EF56F0DF
TERESA,LOPEZ,ESPIRITU,R-202503-0238,"SEP. 23, 2024","HOUSE #729 STREET 38, BAGONG SIKAT, ALICIA, ISABELA, 5994",NO,,FEMALE,SINGLE,,,STUDENT,PWD,,QR-R-C51AAFA641
JUAN,REYES,MARQUEZ,R-202503-0239,"NOV. 26, 1984","HOUSE #729 STREET 38, BAGONG SIKAT, ALICIA, ISABELA, 5994",NO,,MALE,SINGLE,,,LABORER,,,QR-R-49111EB158
LUISA,PEREZ,NAVARRO,R-202503-0240,"AUG. 13, 1972","HOUSE #729 STREET 38, BAGONG SIKAT, ALICIA, ISABELA, 5994",NO,,MALE,MARRIED,,,TEACHER,,,QR-R-CEB4FBBB17
FRANCISCO,,VILLANUEVA,R-202503-0241,"MAR. 2, 1998","HOUSE #729 STREET 38, BAGONG SIKAT, ALICIA, ISABELA, 5994",NO,,FEMALE,MARRIED,,,LABORER,,,QR-R-2C33EB411F
RAFAEL,,VILLANUEVA,R-202503-0242,"OCT. 27, 2007","HOUSE #886 STREET 25, BAGNOS, ALICIA, ISABELA, 7097",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-1C9146860E
CARMEN,RODRIGUEZ,REYES,R-202503-0243,"JAN. 24, 2009","HOUSE #886 STREET 25, BAGNOS, ALICIA, ISABELA, 7097",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-77D7E20A0D
MIGUEL,,CRUZ,R-202503-0244,"OCT. 8, 2016","HOUSE #886 STREET 25, BAGNOS, ALICIA, ISABELA, 7097",NO,,FEMALE,SINGLE,,,STUDENT,,D9C0FF3B094A,QR-R-BC29A72EAA
RAFAEL,,VALDEZ,R-202503-0245,"SEP. 10, 1950","HOUSE #886 STREET 25, BAGNOS, ALICIA, ISABELA, 7097",NO,,MALE,WIDOWED,,,FARMER,"SENIOR CITIZEN",,QR-R-F2D1796800
JOSE,"DE LA CRUZ",FERNANDEZ,R-202503-0246,"JUN. 10, 2004","HOUSE #871 STREET 19, BAGONG SIKAT, ALICIA, ISABELA, 2979",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-EC7BB0CF8A
FRANCISCO,GARCIA,"DELA PEñA",R-202503-0247,"JAN. 18, 2004","HOUSE #871 STREET 19, BAGONG SIKAT, ALICIA, ISABELA, 2979",NO,,MALE,SINGLE,,,LABORER,,E15789FBEBAA,QR-R-E7EF092B95
CARMEN,,ROMERO,R-202503-0248,"MAR. 18, 1951","HOUSE #871 STREET 19, BAGONG SIKAT, ALICIA, ISABELA, 2979",NO,,FEMALE,WIDOWED,,,UNEMPLOYED,"SENIOR CITIZEN",,QR-R-D85B54636C
FRANCISCO,DIAZ,VILLEGAS,R-202503-0249,"JUL. 22, 1999","HOUSE #890 STREET 49, M.H. DEL PILAR, ALICIA, ISABELA, 7503",NO,,MALE,MARRIED,,,FACTORY_WORKER,,,QR-R-7CFB28694B
CARMEN,MENDOZA,LOPEZ,R-202503-0250,"JUL. 18, 1969","HOUSE #890 STREET 49, M.H. DEL PILAR, ALICIA, ISABELA, 7503",NO,,MALE,SINGLE,,,VENDOR,,,QR-R-2B2120A507
TERESA,CASTRO,VALDEZ,R-202503-0251,"DEC. 15, 1944","HOUSE #890 STREET 49, M.H. DEL PILAR, ALICIA, ISABELA, 7503",NO,,FEMALE,MARRIED,,,RETIRED,"SENIOR CITIZEN",D63C3002976D,QR-R-78391B7F8F
LUISA,,SALAZAR,R-202503-0252,"APR. 1, 2020","HOUSE #890 STREET 49, M.H. DEL PILAR, ALICIA, ISABELA, 7503",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-05B2C8ED22
ELENA,LOPEZ,AQUINO,R-202503-0253,"SEP. 10, 1965","HOUSE #670 STREET 28, SAN ANTONIO (POB.), ALICIA, ISABELA, 2583",NO,,MALE,SINGLE,,,FARMER,,0D2B85CD81C4,QR-R-C2E2F15B17
PEDRO,,SANTIAGO,R-202503-0254,"FEB. 16, 1992","HOUSE #670 STREET 28, SAN ANTONIO (POB.), ALICIA, ISABELA, 2583",NO,,MALE,SINGLE,,,TEACHER,,,QR-R-58A8F7C0F5
MIGUEL,CRUZ,REYES,R-202503-0255,"SEP. 1, 2002","HOUSE #670 STREET 28, SAN ANTONIO (POB.), ALICIA, ISABELA, 2583",NO,,FEMALE,SINGLE,,,PRIVATE_EMPLOYEE,,C7151E550DD7,QR-R-D3A5265C01
MIGUEL,,RAMOS,R-202503-0256,"OCT. 1, 1999","HOUSE #670 STREET 28, SAN ANTONIO (POB.), ALICIA, ISABELA, 2583",NO,,FEMALE,MARRIED,,,DRIVER,PWD,895E9C597179,QR-R-EC8139DF83
PEDRO,REYES,MORALES,R-202503-0257,"MAR. 11, 1991","HOUSE #670 STREET 28, SAN ANTONIO (POB.), ALICIA, ISABELA, 2583",NO,,MALE,SINGLE,,,LABORER,,,QR-R-6691B345D3
FRANCISCO,TORRES,GARCIA,R-202503-0258,"APR. 17, 2018","HOUSE #670 STREET 28, SAN ANTONIO (POB.), ALICIA, ISABELA, 2583",NO,,FEMALE,SINGLE,,,STUDENT,PWD,,QR-R-9B6E16644E
JUAN,,DOMINGO,R-202503-0259,"JUN. 19, 1972","HOUSE #546 STREET 29, ANTONINO (POB.), ALICIA, ISABELA, 3152",NO,,MALE,SINGLE,,,LABORER,,,QR-R-154CA21EFF
RAFAEL,GARCIA,SANTIAGO,R-202503-0260,"JUN. 4, 2004","HOUSE #546 STREET 29, ANTONINO (POB.), ALICIA, ISABELA, 3152",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-42135ECCC1
SOFIA,,ROBLES,R-202503-0261,"DEC. 4, 2006","HOUSE #546 STREET 29, ANTONINO (POB.), ALICIA, ISABELA, 3152",NO,,MALE,SINGLE,,,LABORER,,,QR-R-221316A92B
JOSE,REYES,PASCUAL,R-202503-0262,"JUN. 26, 1965","HOUSE #546 STREET 29, ANTONINO (POB.), ALICIA, ISABELA, 3152",NO,,MALE,MARRIED,,,DRIVER,PWD,,QR-R-9C66D73CA7
JUAN,CRUZ,VILLANUEVA,R-202503-0263,"MAY. 6, 2014","HOUSE #942 STREET 10, BANTUG-PETINES, ALICIA, ISABELA, 7501",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-CF769C2CD4
LUIS,AQUINO,CASTRO,R-202503-0264,"MAY. 8, 2006","HOUSE #942 STREET 10, BANTUG-PETINES, ALICIA, ISABELA, 7501",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-546898BD57
MIGUEL,SALAZAR,LOPEZ,R-202503-0265,"JUN. 5, 2010","HOUSE #942 STREET 10, BANTUG-PETINES, ALICIA, ISABELA, 7501",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-4D93B116A7
JUAN,,DIAZ,R-202503-0266,"APR. 19, 2002","HOUSE #942 STREET 10, BANTUG-PETINES, ALICIA, ISABELA, 7501",NO,,MALE,SINGLE,,,STUDENT,,D98ED4B00BBB,QR-R-C6A1187094
JOSEFINA,CRUZ,TORRES,R-202503-0267,"DEC. 7, 1941","HOUSE #942 STREET 10, BANTUG-PETINES, ALICIA, ISABELA, 7501",NO,,MALE,WIDOWED,,,UNEMPLOYED,"SENIOR CITIZEN",,QR-R-BBA087DCF3
LUIS,,AQUINO,R-202503-0268,"MAR. 20, 1934","HOUSE #942 STREET 10, BANTUG-PETINES, ALICIA, ISABELA, 7501",NO,,MALE,MARRIED,,,BUSINESS_OWNER,"SENIOR CITIZEN, PWD",5C05DE630328,QR-R-6575D9A50D
ELENA,REYES,HERNANDEZ,R-202503-0269,"JUN. 25, 1985","HOUSE #989 STREET 23, SANTA MARIA, ALICIA, ISABELA, 2511",NO,,MALE,MARRIED,,,GOVERNMENT_EMPLOYEE,,,QR-R-6D1CA2C0BA
SOFIA,CRUZ,RIVERA,R-202503-0270,"FEB. 11, 2018","HOUSE #989 STREET 23, SANTA MARIA, ALICIA, ISABELA, 2511",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-C7FD6A6F81
MARIA,,PEREZ,R-202503-0271,"JUN. 26, 2017","HOUSE #989 STREET 23, SANTA MARIA, ALICIA, ISABELA, 2511",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-9E98E7E56E
LUISA,"DE LA CRUZ",MIRANDA,R-202503-0272,"MAR. 13, 1972","HOUSE #989 STREET 23, SANTA MARIA, ALICIA, ISABELA, 2511",NO,,FEMALE,MARRIED,,,TEACHER,,,QR-R-E7CEB7B470
JUAN,MENDOZA,MARTINEZ,R-202503-0273,"MAR. 24, 1989","HOUSE #989 STREET 23, SANTA MARIA, ALICIA, ISABELA, 2511",NO,,FEMALE,SEPARATED,,,DRIVER,,,QR-R-C289FBC579
JOSEFINA,,MIRANDA,R-202503-0274,"MAR. 13, 1982","HOUSE #842 STREET 39, SAN PEDRO, ALICIA, ISABELA, 9178",NO,,MALE,MARRIED,,,UNEMPLOYED,,,QR-R-17EB55292E
ELENA,,MARTINEZ,R-202503-0275,"DEC. 18, 2023","HOUSE #842 STREET 39, SAN PEDRO, ALICIA, ISABELA, 9178",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-C7C55B1877
LOURDES,SALAZAR,CASTRO,R-202503-0276,"JUL. 3, 2014","HOUSE #842 STREET 39, SAN PEDRO, ALICIA, ISABELA, 9178",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-70C6F04A9D
MANUEL,,ROBLES,R-202503-0277,"DEC. 18, 1987","HOUSE #842 STREET 39, SAN PEDRO, ALICIA, ISABELA, 9178",NO,,MALE,SINGLE,,,DRIVER,,,QR-R-C93BC1EA8D
ROSA,"DE LA CRUZ",SALAZAR,R-202503-0278,"JUN. 23, 1994","HOUSE #842 STREET 39, SAN PEDRO, ALICIA, ISABELA, 9178",NO,,FEMALE,MARRIED,,,FARMER,,,QR-R-CF972A25E0
LUISA,,DIAZ,R-202503-0279,"JUN. 5, 2020","HOUSE #130 STREET 34, INANAMA, ALICIA, ISABELA, 8412",NO,,MALE,SINGLE,,,STUDENT,,3A8853D54C0C,QR-R-DA167C7929
FRANCISCO,CRUZ,AQUINO,R-202503-0280,"SEP. 7, 1973","HOUSE #130 STREET 34, INANAMA, ALICIA, ISABELA, 8412",NO,,FEMALE,MARRIED,,,VENDOR,,,QR-R-541E3BEF81
FRANCISCO,,"DEL ROSARIO",R-202503-0281,"DEC. 22, 1990","HOUSE #130 STREET 34, INANAMA, ALICIA, ISABELA, 8412",NO,,MALE,SINGLE,,,BUSINESS_OWNER,,0785CB8D81A0,QR-R-92BD3E9847
ROSA,AQUINO,ROMERO,R-202503-0282,"MAY. 31, 1948","HOUSE #130 STREET 34, INANAMA, ALICIA, ISABELA, 8412",NO,,MALE,WIDOWED,,,RETIRED,"SENIOR CITIZEN",,QR-R-3FBBAF2F8D
CARMEN,GONZALES,"DELA PEñA",R-202503-0283,"DEC. 27, 1973","HOUSE #944 STREET 33, MAGSAYSAY (POB.), ALICIA, ISABELA, 8949",NO,,MALE,SINGLE,,,BUSINESS_OWNER,,,QR-R-C896779904
MIGUEL,,REYES,R-202503-0284,"AUG. 2, 2009","HOUSE #944 STREET 33, MAGSAYSAY (POB.), ALICIA, ISABELA, 8949",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-ECA04829CA
ANTONIO,,VALDEZ,R-202503-0285,"DEC. 18, 1994","HOUSE #589 STREET 38, CALLAO, ALICIA, ISABELA, 6028",NO,,MALE,MARRIED,,,GOVERNMENT_EMPLOYEE,,C8890633553B,QR-R-F918E8CCBE
MIGUEL,GARCIA,FLORES,R-202503-0286,"DEC. 10, 2006","HOUSE #589 STREET 38, CALLAO, ALICIA, ISABELA, 6028",NO,,FEMALE,SINGLE,,,PRIVATE_EMPLOYEE,PWD,,QR-R-812F206ED3
CARMEN,,CRUZ,R-202503-0287,"AUG. 26, 1995","HOUSE #589 STREET 38, CALLAO, ALICIA, ISABELA, 6028",NO,,MALE,MARRIED,,,LABORER,,,QR-R-6A207C1B15
PEDRO,REYES,FERNANDEZ,R-202503-0288,"NOV. 25, 2012","HOUSE #589 STREET 38, CALLAO, ALICIA, ISABELA, 6028",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-360AC575DC
ELENA,DOMINGO,ESPIRITU,R-202503-0289,"SEP. 1, 2002","HOUSE #589 STREET 38, CALLAO, ALICIA, ISABELA, 6028",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-63085A5096
JOSE,CRUZ,TORRES,R-202503-0290,"DEC. 23, 1997","HOUSE #866 STREET 41, AMISTAD, ALICIA, ISABELA, 3225",NO,,MALE,MARRIED,,,FARMER,,CB7C514D1C35,QR-R-AC8051C46D
JOSE,SALAZAR,NAVARRO,R-202503-0291,"JUL. 14, 2024","HOUSE #866 STREET 41, AMISTAD, ALICIA, ISABELA, 3225",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-61F361BC92
LOURDES,CRUZ,ROBLES,R-202503-0292,"FEB. 23, 1979","HOUSE #866 STREET 41, AMISTAD, ALICIA, ISABELA, 3225",NO,,FEMALE,SINGLE,,,VENDOR,,,QR-R-BAED5855C3
ELENA,REYES,"DE GUZMAN",R-202503-0293,"DEC. 27, 1978","HOUSE #866 STREET 41, AMISTAD, ALICIA, ISABELA, 3225",NO,,MALE,SINGLE,,,PRIVATE_EMPLOYEE,,,QR-R-5B05690923
RAFAEL,CRUZ,DIAZ,R-202503-0294,"OCT. 24, 2002","HOUSE #866 STREET 41, AMISTAD, ALICIA, ISABELA, 3225",NO,,MALE,SINGLE,,,PRIVATE_EMPLOYEE,,9BA7D0DAC706,QR-R-AC536B5A94
JOSEFINA,DOMINGO,SANTOS,R-202503-0295,"AUG. 21, 1984","HOUSE #830 STREET 10, BONIFACIO, ALICIA, ISABELA, 8877",NO,,FEMALE,MARRIED,,,VENDOR,,5F80BB13BEE9,QR-R-E27F554092
ANA,,CRUZ,R-202503-0296,"OCT. 6, 1935","HOUSE #830 STREET 10, BONIFACIO, ALICIA, ISABELA, 8877",NO,,FEMALE,WIDOWED,,,RETIRED,"SENIOR CITIZEN",,QR-R-9605F2E8EB
PEDRO,DIAZ,CASTRO,R-202503-0297,"JUN. 15, 1963","HOUSE #118 STREET 12, ANTONINO (POB.), ALICIA, ISABELA, 2776",NO,,FEMALE,MARRIED,,,VENDOR,"SENIOR CITIZEN",,QR-R-F9ADA44411
LUISA,"DE LA CRUZ",SANTIAGO,R-202503-0298,"APR. 29, 2009","HOUSE #118 STREET 12, ANTONINO (POB.), ALICIA, ISABELA, 2776",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-D7E8902DC0
MIGUEL,TORRES,FERNANDEZ,R-202503-0299,"SEP. 5, 1985","HOUSE #118 STREET 12, ANTONINO (POB.), ALICIA, ISABELA, 2776",NO,,FEMALE,MARRIED,,,VENDOR,PWD,,QR-R-CA49C5EC37
LUISA,RAMOS,GARCIA,R-202503-0300,"MAY. 26, 1996","HOUSE #118 STREET 12, ANTONINO (POB.), ALICIA, ISABELA, 2776",NO,,FEMALE,SINGLE,,,LABORER,,,QR-R-C16EC309E5
JUAN,MENDOZA,ROMERO,R-202503-0301,"SEP. 9, 1979","HOUSE #118 STREET 12, ANTONINO (POB.), ALICIA, ISABELA, 2776",NO,,MALE,MARRIED,,,DRIVER,,BDE7933FC5D4,QR-R-830AC7B782
ANTONIO,CASTRO,ESPIRITU,R-202503-0302,"APR. 12, 1934","HOUSE #488 STREET 12, RIZAL, ALICIA, ISABELA, 1163",NO,,FEMALE,SINGLE,,,VENDOR,"SENIOR CITIZEN",,QR-R-CB324EA35F
JOSEFINA,,RAMOS,R-202503-0303,"MAY. 30, 2011","HOUSE #488 STREET 12, RIZAL, ALICIA, ISABELA, 1163",NO,,MALE,SINGLE,,,STUDENT,,BA32F01CFF27,QR-R-B6BF0916CF
ROSA,"DE LA CRUZ",GONZALES,R-202503-0304,"JUN. 29, 1981","HOUSE #488 STREET 12, RIZAL, ALICIA, ISABELA, 1163",NO,,FEMALE,MARRIED,,,FARMER,,,QR-R-C7D4F5C3E6
MARIA,RIVERA,MIRANDA,R-202503-0305,"DEC. 5, 1967","HOUSE #488 STREET 12, RIZAL, ALICIA, ISABELA, 1163",NO,,MALE,WIDOWED,,,VENDOR,,4DA4242C06E9,QR-R-AABE6C8789
JOSEFINA,,PASCUAL,R-202503-0306,"JUN. 29, 1967","HOUSE #488 STREET 12, RIZAL, ALICIA, ISABELA, 1163",NO,,FEMALE,MARRIED,,,FARMER,,,QR-R-9B7692DF37
MARIA,,GARCIA,R-202503-0307,"MAY. 20, 1980","HOUSE #178 STREET 13, SAN JUAN, ALICIA, ISABELA, 4904",NO,,FEMALE,MARRIED,,,PRIVATE_EMPLOYEE,,,QR-R-86F0709756
LOURDES,GONZALES,GONZALES,R-202503-0308,"SEP. 13, 1951","HOUSE #178 STREET 13, SAN JUAN, ALICIA, ISABELA, 4904",NO,,FEMALE,MARRIED,,,FARMER,"SENIOR CITIZEN",,QR-R-B7EEBA1393
ANA,,MARQUEZ,R-202503-0309,"FEB. 26, 2011","HOUSE #825 STREET 23, AMISTAD, ALICIA, ISABELA, 6238",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-758C3DD404
SOFIA,PEREZ,SANTOS,R-202503-0310,"JAN. 2, 1991","HOUSE #825 STREET 23, AMISTAD, ALICIA, ISABELA, 6238",NO,,FEMALE,MARRIED,,,FACTORY_WORKER,,1707CDDD3F19,QR-R-962F3D4293
MARIA,"DE LA CRUZ",MORALES,R-202503-0311,"SEP. 24, 1998","HOUSE #825 STREET 23, AMISTAD, ALICIA, ISABELA, 6238",NO,,MALE,SEPARATED,,,VENDOR,,,QR-R-1A129D54E9
RAFAEL,,REYES,R-202503-0312,"DEC. 28, 1961","HOUSE #825 STREET 23, AMISTAD, ALICIA, ISABELA, 6238",NO,,MALE,MARRIED,,,RETIRED,"SENIOR CITIZEN",,QR-R-D9DB3E52F1
JUAN,,PASCUAL,R-202503-0313,"DEC. 26, 1936","HOUSE #825 STREET 23, AMISTAD, ALICIA, ISABELA, 6238",NO,,FEMALE,MARRIED,,,UNEMPLOYED,"SENIOR CITIZEN, PWD",,QR-R-91305C216E
ANA,"DE LA CRUZ",MENDOZA,R-202503-0314,"MAY. 29, 2007","HOUSE #825 STREET 23, AMISTAD, ALICIA, ISABELA, 6238",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-35AC5E598C
ANTONIO,FLORES,LOPEZ,R-202503-0315,"APR. 1, 1944","HOUSE #204 STREET 20, SAN PABLO, ALICIA, ISABELA, 5304",NO,,FEMALE,MARRIED,,,RETIRED,"SENIOR CITIZEN",8CE27974C14F,QR-R-E70D982FE5
RAFAEL,GARCIA,GONZALES,R-202503-0316,"APR. 12, 1936","HOUSE #204 STREET 20, SAN PABLO, ALICIA, ISABELA, 5304",NO,,FEMALE,MARRIED,,,RETIRED,"SENIOR CITIZEN",,QR-R-B49283E9C9
MARIA,RODRIGUEZ,FLORES,R-202503-0317,"MAR. 17, 2024","HOUSE #479 STREET 16, SANTO DOMINGO, ALICIA, ISABELA, 7861",NO,,FEMALE,SINGLE,,,STUDENT,PWD,,QR-R-06A7F8BC54
LOURDES,AQUINO,GUTIERREZ,R-202503-0318,"FEB. 1, 2020","HOUSE #479 STREET 16, SANTO DOMINGO, ALICIA, ISABELA, 7861",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-CBDB3CDD05
CARMEN,,DIAZ,R-202503-0319,"OCT. 8, 2012","HOUSE #479 STREET 16, SANTO DOMINGO, ALICIA, ISABELA, 7861",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-F2D61331C9
TERESA,,PEREZ,R-202503-0320,"AUG. 6, 1994","HOUSE #479 STREET 16, SANTO DOMINGO, ALICIA, ISABELA, 7861",NO,,FEMALE,SINGLE,,,VENDOR,,,QR-R-9087B1A873
LUISA,GONZALES,MARQUEZ,R-202503-0321,"DEC. 23, 1938","HOUSE #854 STREET 13, APANAY, ALICIA, ISABELA, 3228",NO,,FEMALE,SINGLE,,,UNEMPLOYED,"SENIOR CITIZEN, PWD",D8A8E813F652,QR-R-B1E8CE4A58
MANUEL,PEREZ,GONZALES,R-202503-0322,"JAN. 10, 1980","HOUSE #854 STREET 13, APANAY, ALICIA, ISABELA, 3228",NO,,FEMALE,WIDOWED,,,LABORER,,,QR-R-D78FDE5176
MIGUEL,,MIRANDA,R-202503-0323,"DEC. 23, 1992","HOUSE #854 STREET 13, APANAY, ALICIA, ISABELA, 3228",NO,,FEMALE,MARRIED,,,UNEMPLOYED,,,QR-R-2F80394FD3
JUAN,GONZALES,VILLANUEVA,R-202503-0324,"DEC. 11, 2003","HOUSE #854 STREET 13, APANAY, ALICIA, ISABELA, 3228",NO,,MALE,SINGLE,,,STUDENT,,56F709DD2A9E,QR-R-84D3F14F51
ELENA,,"DEL ROSARIO",R-202503-0325,"MAY. 7, 2006","HOUSE #854 STREET 13, APANAY, ALICIA, ISABELA, 3228",NO,,MALE,SINGLE,,,LABORER,,,QR-R-04B4046FC7
ANA,DIAZ,MENDOZA,R-202503-0326,"FEB. 18, 2008","HOUSE #854 STREET 13, APANAY, ALICIA, ISABELA, 3228",NO,,MALE,SINGLE,,,VENDOR,,,QR-R-C5CAB27C1D
CARLOS,,ROBLES,R-202503-0327,"MAY. 1, 1989","HOUSE #426 STREET 37, SAN JUAN, ALICIA, ISABELA, 6023",NO,,FEMALE,MARRIED,,,FARMER,,4E6EEDC95914,QR-R-691061B5C2
ELENA,MENDOZA,MORALES,R-202503-0328,"JAN. 1, 1960","HOUSE #426 STREET 37, SAN JUAN, ALICIA, ISABELA, 6023",NO,,FEMALE,SINGLE,,,RETIRED,"SENIOR CITIZEN",,QR-R-07EEEC2082
PEDRO,RIVERA,SALAZAR,R-202503-0329,"SEP. 17, 1992","HOUSE #426 STREET 37, SAN JUAN, ALICIA, ISABELA, 6023",NO,,FEMALE,MARRIED,,,FARMER,,,QR-R-4682465337
SOFIA,RIVERA,VILLEGAS,R-202503-0330,"MAY. 1, 1988","HOUSE #969 STREET 43, MATAAS NA KAHOY, ALICIA, ISABELA, 2781",NO,,MALE,WIDOWED,,,FACTORY_WORKER,,,QR-R-1504432BE5
TERESA,RODRIGUEZ,NAVARRO,R-202503-0331,"OCT. 29, 2000","HOUSE #969 STREET 43, MATAAS NA KAHOY, ALICIA, ISABELA, 2781",NO,,FEMALE,SINGLE,,,FACTORY_WORKER,,,QR-R-A0D0D2025E
SOFIA,,MARQUEZ,R-202503-0332,"JUL. 4, 1983","HOUSE #969 STREET 43, MATAAS NA KAHOY, ALICIA, ISABELA, 2781",NO,,MALE,MARRIED,,,TEACHER,,,QR-R-EDFD52AB9E
ROSA,FLORES,PEREZ,R-202503-0333,"NOV. 28, 2006","HOUSE #655 STREET 35, BURGOS, ALICIA, ISABELA, 2078",NO,,MALE,SINGLE,,,UNEMPLOYED,,7E9D6F80D560,QR-R-35B43863B9
CARLOS,,PEREZ,R-202503-0334,"JUL. 31, 1976","HOUSE #655 STREET 35, BURGOS, ALICIA, ISABELA, 2078",NO,,FEMALE,MARRIED,,,VENDOR,PWD,,QR-R-B4E79B55DA
ANA,GONZALES,DIAZ,R-202503-0335,"AUG. 14, 1960","HOUSE #776 STREET 6, SAN PABLO, ALICIA, ISABELA, 5852",NO,,MALE,MARRIED,,,RETIRED,"SENIOR CITIZEN",,QR-R-8278F0F278
LOURDES,,VILLANUEVA,R-202503-0336,"FEB. 1, 1954","HOUSE #776 STREET 6, SAN PABLO, ALICIA, ISABELA, 5852",NO,,FEMALE,MARRIED,,,RETIRED,"SENIOR CITIZEN, PWD",,QR-R-3B87A289EB
MARIA,RIVERA,MIRANDA,R-202503-0337,"FEB. 2, 1957","HOUSE #776 STREET 6, SAN PABLO, ALICIA, ISABELA, 5852",NO,,FEMALE,MARRIED,,,RETIRED,"SENIOR CITIZEN",,QR-R-0F3824AD23
MARIA,,SANTOS,R-202503-0338,"MAR. 21, 2007","HOUSE #776 STREET 6, SAN PABLO, ALICIA, ISABELA, 5852",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-8CF0F3D5D1
RAFAEL,,MIRANDA,R-202503-0339,"MAY. 15, 2009","HOUSE #776 STREET 6, SAN PABLO, ALICIA, ISABELA, 5852",NO,,MALE,SINGLE,,,STUDENT,,202CBED857B6,QR-R-2C74B78534
JOSEFINA,,MARQUEZ,R-202503-0340,"AUG. 28, 1994","HOUSE #221 STREET 48, BAGNOS, ALICIA, ISABELA, 4510",NO,,MALE,SINGLE,,,FACTORY_WORKER,,,QR-R-5CA5C1AB85
ROSA,,VALDEZ,R-202503-0341,"OCT. 12, 1988","HOUSE #221 STREET 48, BAGNOS, ALICIA, ISABELA, 4510",NO,,MALE,MARRIED,,,FACTORY_WORKER,,,QR-R-DAE2DAFED3
JOSEFINA,,CRUZ,R-202503-0342,"MAY. 3, 1964","HOUSE #221 STREET 48, BAGNOS, ALICIA, ISABELA, 4510",NO,,FEMALE,MARRIED,,,UNEMPLOYED,"SENIOR CITIZEN, PWD",,QR-R-481781347B
ANA,GARCIA,CASTRO,R-202503-0343,"FEB. 26, 1989","HOUSE #310 STREET 34, CALLAO, ALICIA, ISABELA, 8273",NO,,FEMALE,SINGLE,,,GOVERNMENT_EMPLOYEE,,67D733B5C37D,QR-R-0A3FBDEAB1
TERESA,LOPEZ,VALDEZ,R-202503-0344,"AUG. 20, 2010","HOUSE #310 STREET 34, CALLAO, ALICIA, ISABELA, 8273",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-7010215AF3
